[begin_FlightDyn]
title   {t(s),v(m/s),¦È(deg),¦×(deg),¦Øx(rad/s),¦Øy(rad/s),¦Øz(rad/s),¦Õa(deg),¦Õ2(deg),¦Ã(deg),x(m),y(m),z(m)}
output
{0,800,0.872665,0,1600,0,0,0.872665,0,0,0,0,0;
5.59,623.769,47.0418,0.0856748,1504.63,-0.000457865,-0.010696,47.0472,0.159411,495918,2601.6,2956.88,2.57636;
5.595,623.646,47.0387,0.0857715,1504.56,-0.000457582,-0.0106775,47.0441,0.159542,496349,2603.72,2959.16,2.58103;
5.6,623.523,47.0357,0.0858682,1504.5,-0.000468123,-0.0106628,47.0411,0.159674,496780,2605.85,2961.45,2.5857;
5.605,623.399,47.0326,0.0859648,1504.43,-0.000485199,-0.0106575,47.038,0.159811,497211,2607.97,2963.73,2.59037;
5.61,623.276,47.0295,0.0860615,1504.36,-0.00050212,-0.0106634,47.0349,0.159952,497642,2610.1,2966.01,2.59505;
5.615,623.153,47.0265,0.0861583,1504.3,-0.000512341,-0.0106782,47.0319,0.160098,498073,2612.22,2968.29,2.59974;
5.62,623.029,47.0234,0.086255,1504.23,-0.000511944,-0.0106963,47.0288,0.160245,498504,2614.34,2970.57,2.60442;
5.625,622.906,47.0204,0.0863518,1504.16,-0.000501106,-0.0107107,47.0258,0.16039,498935,2616.47,2972.85,2.60911;
5.63,622.783,47.0173,0.0864486,1504.1,-0.000484005,-0.0107159,47.0227,0.160531,499366,2618.59,2975.12,2.61381;
5.635,622.66,47.0142,0.0865454,1504.03,-0.000467214,-0.0107101,47.0196,0.160668,499797,2620.71,2977.4,2.61851;
5.64,622.537,47.0112,0.0866422,1503.96,-0.000457197,-0.0106954,47.0166,0.1608,500228,2622.84,2979.68,2.62322;
5.645,622.414,47.0081,0.086739,1503.9,-0.000457855,-0.0106774,47.0135,0.160931,500659,2624.96,2981.96,2.62792;
5.65,622.291,47.005,0.0868358,1503.83,-0.000469069,-0.010663,47.0104,0.161063,501090,2627.08,2984.23,2.63264;
5.655,622.168,47.0019,0.0869326,1503.77,-0.000486766,-0.0106576,47.0074,0.1612,501520,2629.2,2986.51,2.63736;
5.66,622.045,46.9989,0.0870295,1503.7,-0.000504486,-0.0106632,47.0043,0.161342,501951,2631.32,2988.78,2.64208;
5.665,621.922,46.9958,0.0871264,1503.63,-0.000515843,-0.0106776,47.0013,0.161488,502382,2633.44,2991.06,2.6468;
5.67,621.799,46.9927,0.0872233,1503.57,-0.000516944,-0.0106953,46.9982,0.161637,502813,2635.56,2993.33,2.65154;
5.675,621.677,46.9897,0.0873202,1503.5,-0.000507848,-0.0107097,46.9951,0.161784,503243,2637.69,2995.6,2.65627;
5.68,621.554,46.9866,0.0874171,1503.43,-0.000492519,-0.0107154,46.9921,0.161927,503674,2639.81,2997.88,2.66101;
5.685,621.431,46.9835,0.0875141,1503.37,-0.000477297,-0.0107103,46.989,0.162066,504105,2641.93,3000.15,2.66575;
5.69,621.309,46.9804,0.0876111,1503.3,-0.000468482,-0.0106967,46.9859,0.162201,504536,2644.04,3002.42,2.6705;
5.695,621.186,46.9774,0.087708,1503.24,-0.000469949,-0.0106797,46.9829,0.162335,504966,2646.16,3004.69,2.67525;
5.7,621.064,46.9743,0.087805,1503.17,-0.000481688,-0.0106661,46.9798,0.162471,505397,2648.28,3006.96,2.68001;
5.705,620.941,46.9712,0.0879021,1503.1,-0.000499834,-0.0106611,46.9768,0.162612,505827,2650.4,3009.23,2.68477;
5.71,620.819,46.9681,0.0879991,1503.04,-0.000518153,-0.0106668,46.9737,0.162758,506258,2652.52,3011.5,2.68954;
5.715,620.696,46.9651,0.0880961,1502.97,-0.000530416,-0.0106812,46.9707,0.162908,506689,2654.64,3013.77,2.69431;
5.72,620.574,46.962,0.0881932,1502.91,-0.000532756,-0.0106991,46.9676,0.163061,507119,2656.76,3016.04,2.69908;
5.725,620.452,46.9589,0.0882903,1502.84,-0.000525121,-0.0107139,46.9645,0.163212,507550,2658.87,3018.3,2.70386;
5.73,620.33,46.9558,0.0883875,1502.77,-0.000511265,-0.0107205,46.9615,0.163361,507980,2660.99,3020.57,2.70864;
5.735,620.207,46.9527,0.0884847,1502.71,-0.000497303,-0.0107167,46.9584,0.163505,508411,2663.11,3022.84,2.71343;
5.74,620.085,46.9497,0.0885819,1502.64,-0.000489378,-0.0107044,46.9553,0.163646,508841,2665.22,3025.1,2.71822;
5.745,619.963,46.9466,0.0886791,1502.58,-0.000491332,-0.0106888,46.9522,0.163787,509272,2667.34,3027.37,2.72302;
5.75,619.841,46.9435,0.0887763,1502.51,-0.000503265,-0.0106763,46.9492,0.163929,509702,2669.46,3029.63,2.72782;
5.755,619.719,46.9404,0.0888735,1502.45,-0.000521514,-0.0106721,46.9461,0.164076,510133,2671.57,3031.9,2.73262;
5.76,619.597,46.9373,0.0889708,1502.38,-0.000540065,-0.0106783,46.9431,0.164228,510563,2673.69,3034.16,2.73743;
5.765,619.475,46.9342,0.0890681,1502.31,-0.000552845,-0.0106931,46.94,0.164384,510993,2675.8,3036.43,2.74224;
5.77,619.353,46.9311,0.0891655,1502.25,-0.000556014,-0.0107114,46.9369,0.164544,511424,2677.92,3038.69,2.74706;
5.775,619.232,46.9281,0.0892628,1502.18,-0.000549415,-0.010727,46.9339,0.164702,511854,2680.03,3040.95,2.75188;
5.78,619.11,46.925,0.0893603,1502.12,-0.000536599,-0.0107347,46.9308,0.164858,512284,2682.15,3043.21,2.75671;
5.785,618.988,46.9219,0.0894577,1502.05,-0.000523463,-0.0107323,46.9277,0.165009,512715,2684.26,3045.47,2.76154;
5.79,618.866,46.9188,0.0895552,1501.99,-0.000515994,-0.0107216,46.9247,0.165158,513145,2686.37,3047.73,2.76637;
5.795,618.745,46.9157,0.0896527,1501.92,-0.000518006,-0.0107076,46.9216,0.165306,513575,2688.49,3049.99,2.77121;
5.8,618.623,46.9126,0.0897502,1501.85,-0.000529701,-0.0106964,46.9185,0.165456,514006,2690.6,3052.25,2.77605;
5.805,618.502,46.9095,0.0898478,1501.79,-0.000547614,-0.0106932,46.9155,0.16561,514436,2692.71,3054.51,2.7809;
5.81,618.38,46.9064,0.0899454,1501.72,-0.000565949,-0.0107,46.9124,0.16577,514866,2694.83,3056.77,2.78575;
5.815,618.259,46.9033,0.090043,1501.66,-0.000578782,-0.0107153,46.9093,0.165934,515296,2696.94,3059.03,2.79061;
5.82,618.137,46.9002,0.0901407,1501.59,-0.000582308,-0.0107342,46.9062,0.1661,515726,2699.05,3061.28,2.79547;
5.825,618.016,46.8971,0.0902384,1501.53,-0.000576265,-0.0107506,46.9032,0.166267,516157,2701.16,3063.54,2.80033;
5.83,617.895,46.894,0.0903362,1501.46,-0.000564012,-0.0107594,46.9001,0.16643,516587,2703.27,3065.79,2.8052;
5.835,617.773,46.8909,0.090434,1501.4,-0.000551229,-0.0107585,46.897,0.16659,517017,2705.38,3068.05,2.81007;
5.84,617.652,46.8878,0.0905319,1501.33,-0.000543758,-0.0107494,46.8939,0.166746,517447,2707.5,3070.31,2.81495;
5.845,617.531,46.8847,0.0906298,1501.27,-0.000545378,-0.0107369,46.8908,0.166902,517877,2709.61,3072.56,2.81983;
5.85,617.41,46.8816,0.0907277,1501.2,-0.000556393,-0.010727,46.8878,0.16706,518307,2711.72,3074.81,2.82472;
5.855,617.289,46.8785,0.0908257,1501.14,-0.000573531,-0.0107247,46.8847,0.167222,518737,2713.83,3077.07,2.82961;
5.86,617.168,46.8754,0.0909237,1501.07,-0.000591207,-0.0107322,46.8816,0.167388,519167,2715.94,3079.32,2.8345;
5.865,617.047,46.8723,0.0910218,1501.01,-0.000603648,-0.0107479,46.8786,0.16756,519597,2718.04,3081.57,2.8394;
5.87,616.926,46.8692,0.0911199,1500.94,-0.000607082,-0.0107672,46.8755,0.167733,520027,2720.15,3083.82,2.84431;
5.875,616.805,46.8661,0.091218,1500.87,-0.00060115,-0.0107843,46.8724,0.167907,520457,2722.26,3086.07,2.84921;
5.88,616.684,46.863,0.0913163,1500.81,-0.000589022,-0.0107941,46.8693,0.168077,520887,2724.37,3088.32,2.85413;
5.885,616.563,46.8599,0.0914145,1500.74,-0.000576173,-0.0107945,46.8662,0.168244,521317,2726.48,3090.57,2.85904;
5.89,616.442,46.8568,0.0915129,1500.68,-0.000568296,-0.0107868,46.8631,0.168408,521747,2728.59,3092.82,2.86396;
5.895,616.322,46.8537,0.0916112,1500.61,-0.000569139,-0.0107757,46.86,0.168571,522177,2730.69,3095.07,2.86889;
5.9,616.201,46.8506,0.0917096,1500.55,-0.000579104,-0.0107669,46.8569,0.168735,522607,2732.8,3097.32,2.87382;
5.905,616.08,46.8475,0.0918081,1500.48,-0.000595107,-0.0107653,46.8539,0.168903,523037,2734.91,3099.57,2.87875;
5.91,615.96,46.8444,0.0919066,1500.42,-0.000611769,-0.0107731,46.8508,0.169076,523467,2737.01,3101.81,2.88369;
5.915,615.839,46.8413,0.0920051,1500.35,-0.000623466,-0.010789,46.8477,0.169253,523896,2739.12,3104.06,2.88863;
5.92,615.719,46.8382,0.0921037,1500.29,-0.00062646,-0.0108086,46.8446,0.169432,524326,2741.23,3106.31,2.89358;
5.925,615.598,46.8351,0.0922024,1500.22,-0.0006203,-0.0108261,46.8415,0.169611,524756,2743.33,3108.55,2.89853;
5.93,615.478,46.832,0.0923011,1500.16,-0.000607973,-0.0108366,46.8384,0.169787,525186,2745.44,3110.8,2.90349;
5.935,615.357,46.8288,0.0923999,1500.09,-0.000594755,-0.010838,46.8353,0.169959,525615,2747.54,3113.04,2.90845;
5.94,615.237,46.8257,0.0924988,1500.03,-0.000586191,-0.0108314,46.8322,0.170128,526045,2749.65,3115.28,2.91341;
5.945,615.117,46.8226,0.0925976,1499.97,-0.000586001,-0.0108213,46.8291,0.170296,526475,2751.75,3117.53,2.91838;
5.95,614.996,46.8195,0.0926966,1499.9,-0.000594679,-0.0108132,46.826,0.170465,526905,2753.86,3119.77,2.92335;
5.955,614.876,46.8164,0.0927955,1499.84,-0.000609322,-0.010812,46.8229,0.170637,527334,2755.96,3122.01,2.92833;
5.96,614.756,46.8133,0.0928946,1499.77,-0.000624756,-0.0108199,46.8198,0.170814,527764,2758.07,3124.25,2.93331;
5.965,614.636,46.8102,0.0929937,1499.71,-0.000635502,-0.0108356,46.8167,0.170995,528194,2760.17,3126.49,2.93829;
5.97,614.516,46.807,0.0930928,1499.64,-0.000637857,-0.0108551,46.8136,0.171177,528623,2762.27,3128.73,2.94328;
5.975,614.396,46.8039,0.0931921,1499.58,-0.000631282,-0.0108726,46.8105,0.171359,529053,2764.38,3130.97,2.94828;
5.98,614.276,46.8008,0.0932913,1499.51,-0.000618589,-0.0108835,46.8073,0.171538,529482,2766.48,3133.21,2.95328;
5.985,614.156,46.7977,0.0933907,1499.45,-0.000604854,-0.0108854,46.8042,0.171714,529912,2768.58,3135.45,2.95828;
5.99,614.036,46.7946,0.0934901,1499.38,-0.000595485,-0.0108795,46.8011,0.171885,530342,2770.68,3137.69,2.96329;
5.995,613.916,46.7914,0.0935895,1499.32,-0.000594166,-0.01087,46.798,0.172056,530771,2772.78,3139.93,2.9683;
6,613.796,46.7883,0.093689,1499.25,-0.000601482,-0.0108623,46.7949,0.172227,531201,2774.89,3142.16,2.97332;
6.005,613.677,46.7852,0.0937886,1499.19,-0.000614707,-0.0108611,46.7918,0.172401,531630,2776.99,3144.4,2.97834;
6.01,613.557,46.7821,0.0938882,1499.13,-0.000628863,-0.0108686,46.7887,0.172579,532060,2779.09,3146.64,2.98336;
6.015,613.437,46.7789,0.0939878,1499.06,-0.000638617,-0.0108839,46.7855,0.172761,532489,2781.19,3148.87,2.98839;
6.02,613.318,46.7758,0.0940875,1499,-0.000640301,-0.0109028,46.7824,0.172944,532918,2783.29,3151.11,2.99342;
6.025,613.198,46.7727,0.0941873,1498.93,-0.000633293,-0.01092,46.7793,0.173127,533348,2785.39,3153.34,2.99846;
6.03,613.079,46.7696,0.0942872,1498.87,-0.000620231,-0.0109308,46.7762,0.173306,533777,2787.49,3155.58,3.0035;
6.035,612.959,46.7664,0.0943871,1498.8,-0.000606002,-0.010933,46.773,0.173482,534207,2789.59,3157.81,3.00855;
6.04,612.84,46.7633,0.094487,1498.74,-0.000595872,-0.0109274,46.7699,0.173654,534636,2791.69,3160.04,3.0136;
6.045,612.72,46.7602,0.094587,1498.67,-0.000593493,-0.0109181,46.7668,0.173824,535065,2793.79,3162.27,3.01866;
6.05,612.601,46.757,0.0946871,1498.61,-0.000599533,-0.0109104,46.7636,0.173995,535495,2795.88,3164.5,3.02372;
6.055,612.482,46.7539,0.0947872,1498.55,-0.000611441,-0.0109088,46.7605,0.174168,535924,2797.98,3166.74,3.02878;
6.06,612.362,46.7508,0.0948873,1498.48,-0.000624431,-0.0109157,46.7574,0.174345,536353,2800.08,3168.97,3.03385;
6.065,612.243,46.7477,0.0949875,1498.42,-0.000633309,-0.0109301,46.7543,0.174526,536783,2802.18,3171.2,3.03892;
6.07,612.124,46.7445,0.0950878,1498.35,-0.000634444,-0.0109482,46.7511,0.174707,537212,2804.28,3173.43,3.044;
6.075,612.005,46.7414,0.0951881,1498.29,-0.000627134,-0.0109648,46.748,0.174888,537641,2806.37,3175.65,3.04908;
6.08,611.886,46.7383,0.0952885,1498.23,-0.000613851,-0.0109752,46.7448,0.175066,538070,2808.47,3177.88,3.05417;
6.085,611.767,46.7351,0.0953889,1498.16,-0.000599293,-0.0109771,46.7417,0.17524,538500,2810.57,3180.11,3.05926;
6.09,611.648,46.732,0.0954894,1498.1,-0.000588588,-0.0109716,46.7386,0.17541,538929,2812.66,3182.34,3.06435;
6.095,611.529,46.7288,0.0955899,1498.03,-0.000585355,-0.0109622,46.7354,0.175578,539358,2814.76,3184.56,3.06945;
6.1,611.41,46.7257,0.0956905,1497.97,-0.000590342,-0.0109542,46.7323,0.175746,539787,2816.85,3186.79,3.07456;
6.105,611.291,46.7226,0.0957911,1497.91,-0.000601163,-0.010952,46.7291,0.175917,540216,2818.95,3189.02,3.07966;
6.11,611.172,46.7194,0.0958918,1497.84,-0.000613221,-0.0109579,46.726,0.176091,540645,2821.04,3191.24,3.08478;
6.115,611.053,46.7163,0.0959925,1497.78,-0.00062146,-0.0109712,46.7229,0.176268,541074,2823.14,3193.46,3.08989;
6.12,610.934,46.7131,0.0960933,1497.71,-0.000622286,-0.0109882,46.7197,0.176446,541503,2825.23,3195.69,3.09501;
6.125,610.816,46.71,0.0961941,1497.65,-0.000614919,-0.0110039,46.7166,0.176623,541932,2827.33,3197.91,3.10014;
6.13,610.697,46.7069,0.096295,1497.59,-0.00060167,-0.0110137,46.7134,0.176798,542362,2829.42,3200.13,3.10527;
6.135,610.578,46.7037,0.0963959,1497.52,-0.000587051,-0.0110153,46.7103,0.176968,542791,2831.52,3202.36,3.1104;
6.14,610.46,46.7006,0.0964969,1497.46,-0.000576055,-0.0110095,46.7071,0.177134,543220,2833.61,3204.58,3.11554;
6.145,610.341,46.6974,0.0965979,1497.39,-0.000572264,-0.0109999,46.7039,0.177299,543649,2835.7,3206.8,3.12068;
6.15,610.223,46.6943,0.096699,1497.33,-0.000576505,-0.0109913,46.7008,0.177463,544077,2837.8,3209.02,3.12583;
6.155,610.104,46.6911,0.0968,1497.27,-0.00058655,-0.0109884,46.6976,0.17763,544506,2839.89,3211.24,3.13098;
6.16,609.986,46.688,0.0969012,1497.2,-0.000597985,-0.0109933,46.6945,0.177799,544935,2841.98,3213.46,3.13614;
6.165,609.868,46.6848,0.0970023,1497.14,-0.000605892,-0.0110053,46.6913,0.177972,545364,2844.07,3215.68,3.1413;
6.17,609.749,46.6817,0.0971036,1497.08,-0.000606712,-0.0110211,46.6882,0.178146,545793,2846.16,3217.9,3.14646;
6.175,609.631,46.6785,0.0972048,1497.01,-0.000599591,-0.0110358,46.685,0.178319,546222,2848.26,3220.11,3.15163;
6.18,609.513,46.6754,0.0973062,1496.95,-0.000586681,-0.0110449,46.6819,0.178489,546651,2850.35,3222.33,3.15681;
6.185,609.395,46.6722,0.0974075,1496.88,-0.000572316,-0.0110461,46.6787,0.178655,547080,2852.44,3224.55,3.16198;
6.19,609.277,46.6691,0.0975089,1496.82,-0.000561353,-0.01104,46.6755,0.178817,547509,2854.53,3226.76,3.16717;
6.195,609.158,46.6659,0.0976103,1496.76,-0.000557336,-0.01103,46.6724,0.178977,547937,2856.62,3228.98,3.17235;
6.2,609.04,46.6628,0.0977118,1496.69,-0.000561165,-0.0110209,46.6692,0.179137,548366,2858.71,3231.2,3.17754;
6.205,608.922,46.6596,0.0978133,1496.63,-0.000570768,-0.0110171,46.6661,0.179299,548795,2860.8,3233.41,3.18274;
6.21,608.804,46.6565,0.0979148,1496.57,-0.000581909,-0.011021,46.6629,0.179464,549224,2862.89,3235.62,3.18794;
6.215,608.687,46.6533,0.0980164,1496.5,-0.000589801,-0.0110319,46.6597,0.179632,549652,2864.98,3237.84,3.19314;
6.22,608.569,46.6501,0.098118,1496.44,-0.000590924,-0.0110465,46.6566,0.179802,550081,2867.07,3240.05,3.19835;
6.225,608.451,46.647,0.0982197,1496.38,-0.000584352,-0.0110602,46.6534,0.17997,550510,2869.15,3242.26,3.20356;
6.23,608.333,46.6438,0.0983214,1496.31,-0.000572084,-0.0110686,46.6502,0.180136,550938,2871.24,3244.48,3.20878;
6.235,608.215,46.6407,0.0984231,1496.25,-0.000558276,-0.0110693,46.6471,0.180298,551367,2873.33,3246.69,3.214;
6.24,608.098,46.6375,0.0985249,1496.19,-0.000547653,-0.011063,46.6439,0.180456,551796,2875.42,3248.9,3.21923;
6.245,607.98,46.6343,0.0986266,1496.12,-0.00054372,-0.0110528,46.6407,0.180612,552224,2877.51,3251.11,3.22446;
6.25,607.862,46.6312,0.0987285,1496.06,-0.000547445,-0.0110433,46.6376,0.180768,552653,2879.59,3253.32,3.2297;
6.255,607.745,46.628,0.0988303,1496,-0.000556908,-0.0110388,46.6344,0.180926,553081,2881.68,3255.53,3.23493;
6.26,607.627,46.6249,0.0989322,1495.93,-0.000568043,-0.0110417,46.6312,0.181087,553510,2883.77,3257.73,3.24018;
6.265,607.51,46.6217,0.0990341,1495.87,-0.000576196,-0.0110515,46.6281,0.181251,553939,2885.85,3259.94,3.24543;
6.27,607.392,46.6185,0.099136,1495.81,-0.000577886,-0.0110651,46.6249,0.181417,554367,2887.94,3262.15,3.25068;
6.275,607.275,46.6154,0.099238,1495.74,-0.000572115,-0.011078,46.6217,0.181582,554796,2890.03,3264.36,3.25594;
6.28,607.157,46.6122,0.09934,1495.68,-0.000560735,-0.0110858,46.6186,0.181744,555224,2892.11,3266.56,3.2612;
6.285,607.04,46.609,0.0994421,1495.62,-0.000547728,-0.0110863,46.6154,0.181903,555653,2894.2,3268.77,3.26646;
6.29,606.923,46.6059,0.0995441,1495.55,-0.000537688,-0.0110799,46.6122,0.182058,556081,2896.28,3270.98,3.27173;
6.295,606.806,46.6027,0.0996462,1495.49,-0.00053408,-0.0110696,46.609,0.182212,556509,2898.37,3273.18,3.27701;
6.3,606.688,46.5995,0.0997484,1495.43,-0.000537937,-0.0110599,46.6059,0.182365,556938,2900.45,3275.38,3.28229;
6.305,606.571,46.5963,0.0998505,1495.37,-0.000547483,-0.0110549,46.6027,0.18252,557366,2902.53,3277.59,3.28757;
6.31,606.454,46.5932,0.0999527,1495.3,-0.000558824,-0.0110571,46.5995,0.182679,557795,2904.62,3279.79,3.29286;
6.315,606.337,46.59,0.100055,1495.24,-0.000567431,-0.0110661,46.5964,0.18284,558223,2906.7,3281.99,3.29815;
6.32,606.22,46.5868,0.100157,1495.18,-0.000569863,-0.0110789,46.5932,0.183003,558651,2908.79,3284.2,3.30345;
6.325,606.103,46.5836,0.100259,1495.11,-0.000565057,-0.0110911,46.59,0.183166,559080,2910.87,3286.4,3.30875;
6.33,605.986,46.5805,0.100362,1495.05,-0.00055472,-0.0110987,46.5868,0.183327,559508,2912.95,3288.6,3.31405;
6.335,605.869,46.5773,0.100464,1494.99,-0.000542664,-0.0110992,46.5837,0.183484,559936,2915.03,3290.8,3.31936;
6.34,605.753,46.5741,0.100566,1494.92,-0.000533353,-0.0110929,46.5805,0.183638,560365,2917.12,3293,3.32468;
6.345,605.636,46.5709,0.100669,1494.86,-0.000530212,-0.0110828,46.5773,0.18379,560793,2919.2,3295.2,3.32999;
6.35,605.519,46.5678,0.100771,1494.8,-0.000534335,-0.011073,46.5741,0.183942,561221,2921.28,3297.4,3.33532;
6.355,605.402,46.5646,0.100874,1494.74,-0.000544087,-0.0110678,46.571,0.184097,561649,2923.36,3299.6,3.34064;
6.36,605.286,46.5614,0.100976,1494.67,-0.000555738,-0.0110696,46.5678,0.184254,562077,2925.44,3301.79,3.34597;
6.365,605.169,46.5582,0.101078,1494.61,-0.000564887,-0.011078,46.5646,0.184415,562506,2927.52,3303.99,3.35131;
6.37,605.052,46.555,0.101181,1494.55,-0.000568131,-0.0110902,46.5614,0.184577,562934,2929.6,3306.19,3.35665;
6.375,604.936,46.5519,0.101284,1494.49,-0.000564345,-0.0111022,46.5583,0.18474,563362,2931.68,3308.38,3.362;
6.38,604.819,46.5487,0.101386,1494.42,-0.000555096,-0.0111097,46.5551,0.1849,563790,2933.76,3310.58,3.36734;
6.385,604.703,46.5455,0.101489,1494.36,-0.00054403,-0.0111104,46.5519,0.185058,564218,2935.84,3312.77,3.3727;
6.39,604.586,46.5423,0.101591,1494.3,-0.000535485,-0.0111046,46.5487,0.185212,564646,2937.92,3314.97,3.37806;
6.395,604.47,46.5391,0.101694,1494.23,-0.000532842,-0.0110948,46.5455,0.185365,565074,2940,3317.16,3.38342;
6.4,604.354,46.5359,0.101797,1494.17,-0.000537254,-0.0110854,46.5424,0.185518,565502,2942.08,3319.36,3.38878;
6.405,604.237,46.5327,0.101899,1494.11,-0.000547221,-0.0110802,46.5392,0.185673,565931,2944.16,3321.55,3.39416;
6.41,604.121,46.5296,0.102002,1494.05,-0.000559177,-0.0110818,46.536,0.185832,566359,2946.24,3323.74,3.39953;
6.415,604.005,46.5264,0.102105,1493.98,-0.000568844,-0.0110899,46.5328,0.185994,566787,2948.31,3325.93,3.40491;
6.42,603.889,46.5232,0.102207,1493.92,-0.000572861,-0.0111019,46.5297,0.186157,567215,2950.39,3328.12,3.41029;
6.425,603.773,46.52,0.10231,1493.86,-0.000570043,-0.0111138,46.5265,0.186321,567642,2952.47,3330.32,3.41568;
6.43,603.656,46.5168,0.102413,1493.8,-0.000561821,-0.0111215,46.5233,0.186483,568070,2954.55,3332.51,3.42108;
6.435,603.54,46.5136,0.102516,1493.73,-0.000551679,-0.0111227,46.5201,0.186643,568498,2956.62,3334.7,3.42647;
6.44,603.424,46.5104,0.102619,1493.67,-0.00054383,-0.0111175,46.5169,0.1868,568926,2958.7,3336.88,3.43187;
6.445,603.308,46.5072,0.102722,1493.61,-0.000541611,-0.0111084,46.5137,0.186955,569354,2960.78,3339.07,3.43728;
6.45,603.193,46.504,0.102825,1493.55,-0.000546232,-0.0110995,46.5106,0.187111,569782,2962.85,3341.26,3.44269;
6.455,603.077,46.5008,0.102928,1493.49,-0.000556326,-0.0110946,46.5074,0.187268,570210,2964.93,3343.45,3.44811;
6.46,602.961,46.4976,0.103031,1493.42,-0.000568483,-0.0110962,46.5042,0.18743,570638,2967,3345.64,3.45352;
6.465,602.845,46.4944,0.103134,1493.36,-0.00057855,-0.0111043,46.501,0.187594,571066,2969.08,3347.82,3.45895;
6.47,602.729,46.4912,0.103237,1493.3,-0.000583206,-0.0111163,46.4978,0.18776,571493,2971.15,3350.01,3.46438;
6.475,602.614,46.488,0.10334,1493.24,-0.000581211,-0.0111283,46.4947,0.187927,571921,2973.23,3352.19,3.46981;
6.48,602.498,46.4848,0.103443,1493.17,-0.000573865,-0.0111365,46.4915,0.188093,572349,2975.3,3354.38,3.47524;
6.485,602.382,46.4816,0.103546,1493.11,-0.000564494,-0.0111383,46.4883,0.188256,572777,2977.38,3356.56,3.48069;
6.49,602.267,46.4784,0.103649,1493.05,-0.000557188,-0.0111339,46.4851,0.188417,573204,2979.45,3358.75,3.48613;
6.495,602.151,46.4752,0.103753,1492.99,-0.00055524,-0.0111257,46.4819,0.188576,573632,2981.52,3360.93,3.49158;
6.5,602.036,46.472,0.103856,1492.93,-0.000559913,-0.0111174,46.4787,0.188735,574060,2983.6,3363.11,3.49703;
6.505,601.92,46.4688,0.103959,1492.86,-0.000569967,-0.011113,46.4755,0.188897,574488,2985.67,3365.3,3.50249;
6.51,601.805,46.4656,0.104062,1492.8,-0.000582149,-0.0111149,46.4723,0.189062,574915,2987.74,3367.48,3.50796;
6.515,601.689,46.4624,0.104166,1492.74,-0.000592427,-0.011123,46.4692,0.18923,575343,2989.82,3369.66,3.51342;
6.52,601.574,46.4592,0.104269,1492.68,-0.000597523,-0.0111351,46.466,0.189401,575770,2991.89,3371.84,3.5189;
6.525,601.459,46.456,0.104373,1492.62,-0.000596145,-0.0111474,46.4628,0.189572,576198,2993.96,3374.02,3.52437;
6.53,601.344,46.4528,0.104476,1492.55,-0.000589466,-0.0111561,46.4596,0.189742,576626,2996.03,3376.2,3.52985;
6.535,601.228,46.4496,0.10458,1492.49,-0.000580658,-0.0111588,46.4564,0.18991,577053,2998.1,3378.38,3.53534;
6.54,601.113,46.4464,0.104683,1492.43,-0.000573689,-0.0111553,46.4532,0.190075,577481,3000.17,3380.56,3.54083;
6.545,600.998,46.4432,0.104787,1492.37,-0.000571809,-0.0111479,46.45,0.190239,577908,3002.24,3382.73,3.54632;
6.55,600.883,46.44,0.10489,1492.31,-0.00057633,-0.0111405,46.4468,0.190403,578336,3004.31,3384.91,3.55182;
6.555,600.768,46.4368,0.104994,1492.24,-0.000586139,-0.0111366,46.4436,0.19057,578763,3006.39,3387.09,3.55732;
6.56,600.653,46.4335,0.105098,1492.18,-0.000598132,-0.0111388,46.4404,0.190739,579191,3008.46,3389.26,3.56283;
6.565,600.538,46.4303,0.105201,1492.12,-0.000608398,-0.0111471,46.4372,0.190912,579618,3010.52,3391.44,3.56834;
6.57,600.423,46.4271,0.105305,1492.06,-0.000613705,-0.0111594,46.434,0.191087,580046,3012.59,3393.62,3.57385;
6.575,600.308,46.4239,0.105409,1492,-0.000612712,-0.0111721,46.4308,0.191263,580473,3014.66,3395.79,3.57937;
